meter,Date,t_kWh
MH10,06-12-2020,3.963
MH10,07-12-2020,4.146
MH10,08-12-2020,4.258
MH10,09-12-2020,4.094
MH10,10-12-2020,4.035
MH10,11-12-2020,4.207
MH10,12-12-2020,3.586
MH10,13-12-2020,3.833
MH10,14-12-2020,5.726
MH10,15-12-2020,4.232
MH10,16-12-2020,4.509
MH10,17-12-2020,4.218
MH10,18-12-2020,3.762
MH10,19-12-2020,3.847
MH10,20-12-2020,4.218
MH10,21-12-2020,3.749
MH10,22-12-2020,3.929
MH10,23-12-2020,4.451
MH10,24-12-2020,4.101
MH10,25-12-2020,4.309
MH10,26-12-2020,4.022
MH10,27-12-2020,3.716
MH10,28-12-2020,4.129
MH10,29-12-2020,4.166
MH10,30-12-2020,4.29
MH10,31-12-2020,5.186
MH10,01-01-2021,4.583
MH10,02-01-2021,4.075
MH10,03-01-2021,4.312
MH10,05-01-2021,5.898
MH10,06-01-2021,5.331
MH10,07-01-2021,4.651
MH10,08-01-2021,5.047
MH10,09-01-2021,4.183
MH10,10-01-2021,2.452
MH10,11-01-2021,1.378
MH10,12-01-2021,4.7
MH10,13-01-2021,4.303
MH10,14-01-2021,4.055
MH10,15-01-2021,3.58
MH10,16-01-2021,3.702
MH10,17-01-2021,3.891
MH10,18-01-2021,4.662
MH10,19-01-2021,4.402
MH10,20-01-2021,4.461
MH10,21-01-2021,4.821
MH10,22-01-2021,4.211
MH10,23-01-2021,4.834
MH10,24-01-2021,4.266
MH10,25-01-2021,4.051
MH10,26-01-2021,4.343
MH10,27-01-2021,4.718
MH10,28-01-2021,4.905
MH10,29-01-2021,4.188
MH10,30-01-2021,4.16
MH10,31-01-2021,4.367
MH10,01-02-2021,4.898
MH10,02-02-2021,4.937
MH10,03-02-2021,4.539
MH10,04-02-2021,4.288
MH10,05-02-2021,4.642
MH10,06-02-2021,5.628
MH10,07-02-2021,5.054
MH10,08-02-2021,5.776
MH10,09-02-2021,5.675
MH10,10-02-2021,6.568
MH10,11-02-2021,7.35
MH10,12-02-2021,5.622
MH10,13-02-2021,5.793
MH10,14-02-2021,5.363
MH10,15-02-2021,7.706
MH10,16-02-2021,4.943
MH10,17-02-2021,5.076
MH10,18-02-2021,5.151
MH11,01-05-2019,15.497
MH11,02-05-2019,17.574
MH11,03-05-2019,15.053
MH11,04-05-2019,16.449
MH11,05-05-2019,16.767
MH11,06-05-2019,16.827
MH11,07-05-2019,15.935
MH11,08-05-2019,16.163
MH11,09-05-2019,16.512
MH11,10-05-2019,16.505
MH11,11-05-2019,16.744
MH11,12-05-2019,14.028
MH11,13-05-2019,14.936
MH11,14-05-2019,14.628
MH11,15-05-2019,15.409
MH11,16-05-2019,15.214
MH11,17-05-2019,17.067
MH11,18-05-2019,13.462
MH11,19-05-2019,16.558
MH11,20-05-2019,16.581
MH11,21-05-2019,16.263
MH11,22-05-2019,15.362
MH11,23-05-2019,11.958
MH11,24-05-2019,14.739
MH11,25-05-2019,16.322
MH11,26-05-2019,15.965
MH11,27-05-2019,14.124
MH11,28-05-2019,13.564
MH11,29-05-2019,14.497
MH11,30-05-2019,17.267
MH11,31-05-2019,15.193
MH11,01-06-2019,15.679
MH11,02-06-2019,15.073
MH11,03-06-2019,18.699
MH11,04-06-2019,17.366
MH11,05-06-2019,17.902
MH11,06-06-2019,18.957
MH11,07-06-2019,18.897
MH11,08-06-2019,18.565
MH11,09-06-2019,18.133
MH11,10-06-2019,19.14
MH11,11-06-2019,12.552
MH11,12-06-2019,7.126
MH11,13-06-2019,0.05
MH11,14-06-2019,19.791
MH11,15-06-2019,18.772
MH11,16-06-2019,20.895
MH11,17-06-2019,19.529
MH11,18-06-2019,14.393
MH11,19-06-2019,18.07
MH11,20-06-2019,17.048
MH11,21-06-2019,16.683
MH11,22-06-2019,17.697
MH11,23-06-2019,20.36
MH11,24-06-2019,18.597
MH11,25-06-2019,17.902
MH11,26-06-2019,18.084
MH11,27-06-2019,18.39
MH11,28-06-2019,20.476
MH11,29-06-2019,20.132
MH11,30-06-2019,19.727
MH11,01-07-2019,17.877
MH11,02-07-2019,20.209
MH11,03-07-2019,22.811
MH11,04-07-2019,22.412
MH11,05-07-2019,18.997
MH11,06-07-2019,21.125
MH11,07-07-2019,20.875
MH11,08-07-2019,19.966
MH11,09-07-2019,21.039
MH11,10-07-2019,20.165
MH11,11-07-2019,20.051
MH11,12-07-2019,21.504
MH11,13-07-2019,21.747
MH11,14-07-2019,19.831
MH11,15-07-2019,18.826
MH11,16-07-2019,20.894
MH11,17-07-2019,18.428
MH11,30-07-2019,18.096
MH11,31-07-2019,19.897
MH11,01-08-2019,18.294
MH11,02-08-2019,19.616
MH11,03-08-2019,20.631
MH11,04-08-2019,20.776
MH11,05-08-2019,21.171
MH11,06-08-2019,18.921
MH11,07-08-2019,18.418
MH11,08-08-2019,18.572
MH11,16-08-2019,16.948
MH11,17-08-2019,16.777
MH11,18-08-2019,15.716
MH11,20-08-2019,17.727
MH11,21-08-2019,18.605
MH11,22-08-2019,17.511
MH11,23-08-2019,16.791
MH11,24-08-2019,19.363
MH11,25-08-2019,18.728
MH11,26-08-2019,16.958
MH11,31-08-2019,19.699
MH11,01-09-2019,17.807
MH11,02-09-2019,20.135
MH11,03-09-2019,19.162
MH11,04-09-2019,20.597
MH11,05-09-2019,18.808
MH11,06-09-2019,20.115
MH11,07-09-2019,19.326
MH11,08-09-2019,20.874
MH11,09-09-2019,19.375
MH11,10-09-2019,21.007
MH11,11-09-2019,22.039
MH11,12-09-2019,21.823
MH11,13-09-2019,20.352
MH11,14-09-2019,20.566
MH11,15-09-2019,17.965
MH11,19-09-2019,15.919
MH11,20-09-2019,18.126
MH11,21-09-2019,17.835
MH11,22-09-2019,18.636
MH11,23-09-2019,14.676
MH11,24-09-2019,16.693
MH11,25-09-2019,15.217
MH11,26-09-2019,13.92
MH11,27-09-2019,15.508
MH11,28-09-2019,15.307
MH11,29-09-2019,16.985
MH11,30-09-2019,14.496
MH11,01-10-2019,15.532
MH11,02-10-2019,15.748
MH11,05-10-2019,17.417
MH11,06-10-2019,12.31
MH11,07-10-2019,11.184
MH11,08-10-2019,10.839
MH11,09-10-2019,12.283
MH11,10-10-2019,13.501
MH11,11-10-2019,15.108
MH11,12-10-2019,13.012
MH11,13-10-2019,14.474
MH11,14-10-2019,13.549
MH11,15-10-2019,14.728
MH11,16-10-2019,13.07
MH11,17-10-2019,13.768
MH11,18-10-2019,13.384
MH11,19-10-2019,14.371
MH11,20-10-2019,17.001
MH11,21-10-2019,13.519
MH11,22-10-2019,11.792
MH11,23-10-2019,11.321
MH11,24-10-2019,14.031
MH11,25-10-2019,11.091
MH11,26-10-2019,10.472
MH11,27-10-2019,13.278
MH11,28-10-2019,12.868
MH11,29-10-2019,13.661
MH11,30-10-2019,10.74
MH11,31-10-2019,11.757
MH11,01-11-2019,9.914
MH11,02-11-2019,11.9
MH11,03-11-2019,11.631
MH11,04-11-2019,7.31
MH11,05-11-2019,8.816
MH11,06-11-2019,11.37
MH11,07-11-2019,9.088
MH11,08-11-2019,8.377
MH11,09-11-2019,8.274
MH11,10-11-2019,9.719
MH11,11-11-2019,7.344
MH11,12-11-2019,8.402
MH11,13-11-2019,8.37
MH11,14-11-2019,8.686
MH11,15-11-2019,7.292
MH11,16-11-2019,8.286
MH11,17-11-2019,9.346
MH11,18-11-2019,6.501
MH11,19-11-2019,6.523
MH11,20-11-2019,5.582
MH11,21-11-2019,6.102
MH11,22-11-2019,4.903
MH11,23-11-2019,5.649
MH11,24-11-2019,7.155
MH11,25-11-2019,5.331
MH11,26-11-2019,6.37
MH11,27-11-2019,5.77
MH11,28-11-2019,6.639
MH11,29-11-2019,5.381
MH11,30-11-2019,5.537
MH11,01-12-2019,6.354
MH11,02-12-2019,4.449
MH11,03-12-2019,4.454
MH11,04-12-2019,4.381
MH11,05-12-2019,3.502
MH11,06-12-2019,2.402
MH11,07-12-2019,1.835
MH11,08-12-2019,3.737
MH11,09-12-2019,3.038
MH11,10-12-2019,2.695
MH11,11-12-2019,1.837
MH11,12-12-2019,3.103
MH11,13-12-2019,2.404
MH11,14-12-2019,2.806
MH11,16-12-2019,2.284
MH11,18-12-2019,2.895
MH11,19-12-2019,2.557
MH11,21-12-2019,2.431
MH11,23-12-2019,2.347
MH11,24-12-2019,2.887
MH11,25-12-2019,2.698
MH11,26-12-2019,1.992
MH11,27-12-2019,3.149
MH11,28-12-2019,3.073
MH11,29-12-2019,2.451
MH11,12-01-2020,2.828
MH11,13-01-2020,2.688
MH11,14-01-2020,2.203
MH11,15-01-2020,2.441
MH11,16-01-2020,3.936
MH11,17-01-2020,1.89
MH11,18-01-2020,2.976
MH11,19-01-2020,8.39
MH11,20-01-2020,12.243
MH11,21-01-2020,12.619
MH11,22-01-2020,8.292
MH11,23-01-2020,12.118
MH11,24-01-2020,10.182
MH11,25-01-2020,9.017
MH11,26-01-2020,8.229
MH11,27-01-2020,8.774
MH11,28-01-2020,8.084
MH11,29-01-2020,7.351
MH11,30-01-2020,5.056
MH11,31-01-2020,4.956
MH11,01-02-2020,3.346
MH11,02-02-2020,3.046
MH11,03-02-2020,2.069
MH11,04-02-2020,4.125
MH11,05-02-2020,3.345
MH11,06-02-2020,1.945
MH11,07-02-2020,3.326
MH11,08-02-2020,2.201
MH11,09-02-2020,2.707
MH11,10-02-2020,2.286
MH11,11-02-2020,1.467
MH11,12-02-2020,1.392
MH11,13-02-2020,1.238
MH11,14-02-2020,2.478
MH11,15-02-2020,2.22
MH11,16-02-2020,3.747
MH11,18-02-2020,5.292
MH11,19-02-2020,2.217
MH11,20-02-2020,2.57
MH11,21-02-2020,2.681
MH11,22-02-2020,2.032
MH11,23-02-2020,2.758
MH11,12-03-2020,3.518
MH11,13-03-2020,3.043
MH11,14-03-2020,2.814
MH11,15-03-2020,2.884
MH11,16-03-2020,3.213
MH11,17-03-2020,6.261
MH11,18-03-2020,5.433
MH11,19-03-2020,5.764
MH11,20-03-2020,5.296
MH11,21-03-2020,6.384
MH11,22-03-2020,6.764
MH11,23-03-2020,6.542
MH11,24-03-2020,7.999
MH11,25-03-2020,7.577
MH11,26-03-2020,8.463
MH11,27-03-2020,6.729
MH11,28-03-2020,7.484
MH11,29-03-2020,7.98
MH11,30-03-2020,7.62
MH11,31-03-2020,7.965
MH11,01-04-2020,9.145
MH11,02-04-2020,10.146
MH11,03-04-2020,9.32
MH11,04-04-2020,9.505
MH11,05-04-2020,10.064
MH11,06-04-2020,11.124
MH11,07-04-2020,10.888
MH11,08-04-2020,11.072
MH11,09-04-2020,12.018
MH11,10-04-2020,11.754
MH11,11-04-2020,11.956
MH11,12-04-2020,12.504
MH11,13-04-2020,11.75
MH11,14-04-2020,12.349
MH11,15-04-2020,12.546
MH11,16-04-2020,12.502
MH11,17-04-2020,12.71
MH11,18-04-2020,13.15
MH11,19-04-2020,12.548
MH11,20-04-2020,10.696
MH11,21-04-2020,12.079
MH11,22-04-2020,12.071
MH11,23-04-2020,12.511
MH11,24-04-2020,12.276
MH11,25-04-2020,12.002
MH11,26-04-2020,11.023
MH11,27-04-2020,13.075
MH11,28-04-2020,12.443
MH11,29-04-2020,12.698
MH11,30-04-2020,13.195
MH11,01-05-2020,13.14
MH11,02-05-2020,13.892
MH11,03-05-2020,12.588
MH11,04-05-2020,13.073
MH11,05-05-2020,12.84
MH11,06-05-2020,12.547
MH11,07-05-2020,12.723
MH11,08-05-2020,12.968
MH11,09-05-2020,13.031
MH11,10-05-2020,9.258
MH11,11-05-2020,13.917
MH11,12-05-2020,13.457
MH11,13-05-2020,15.772
MH11,16-05-2020,13.603
MH11,17-05-2020,14.213
MH11,18-05-2020,15.149
MH11,19-05-2020,14.687
MH11,20-05-2020,13.96
MH11,21-05-2020,14.954
MH11,22-05-2020,14.932
MH11,23-05-2020,15.887
MH11,24-05-2020,16.146
MH11,25-05-2020,17.246
MH11,04-06-2020,16.805
MH11,05-06-2020,17.009
MH11,06-06-2020,17.951
MH11,07-06-2020,17.725
MH11,08-06-2020,17.425
MH11,09-06-2020,18.544
MH11,10-06-2020,16.847
MH11,11-06-2020,19.667
MH11,12-06-2020,19.637
MH11,13-06-2020,20.729
MH11,14-06-2020,19.191
MH11,15-06-2020,19.336
MH11,16-06-2020,20.086
MH11,17-06-2020,20.521
MH11,18-06-2020,21.132
MH11,19-06-2020,20.914
MH11,20-06-2020,20.914
MH11,21-06-2020,20.617
MH11,22-06-2020,19.849
MH11,23-06-2020,21.919
MH11,24-06-2020,19.873
MH11,25-06-2020,20.094
MH11,26-06-2020,19.249
MH11,27-06-2020,20.795
MH11,28-06-2020,19.318
MH11,29-06-2020,19.332
MH11,30-06-2020,19.956
MH11,01-07-2020,20.508
MH11,02-07-2020,20.519
MH11,03-07-2020,18.384
MH11,04-07-2020,20.367
MH11,05-07-2020,18.345
MH11,06-07-2020,19.686
MH11,07-07-2020,22.01
MH11,08-07-2020,19.873
MH11,09-07-2020,22.021
MH11,10-07-2020,20.748
MH11,11-07-2020,21.582
MH11,12-07-2020,21.953
MH11,13-07-2020,21.198
MH11,14-07-2020,21.281
MH11,15-07-2020,21.519
MH11,16-07-2020,21.73
MH11,17-07-2020,21.128
MH11,18-07-2020,21.609
MH11,19-07-2020,20.488
MH11,20-07-2020,14.136
MH11,21-07-2020,17.826
MH11,22-07-2020,19.353
MH11,23-07-2020,19.92
MH11,24-07-2020,20.624
MH11,25-07-2020,20.863
MH11,26-07-2020,21.458
MH11,27-07-2020,20.297
MH11,28-07-2020,20.277
MH11,29-07-2020,20.57
MH11,30-07-2020,19.87
MH11,31-07-2020,21.849
MH11,01-08-2020,21.84
MH11,02-08-2020,21.043
MH11,03-08-2020,18.202
MH11,04-08-2020,16.07
MH11,05-08-2020,20.412
MH11,06-08-2020,20.965
MH11,07-08-2020,21.22
MH11,08-08-2020,22.543
MH11,09-08-2020,21.529
MH11,10-08-2020,19.156
MH11,11-08-2020,19.085
MH11,12-08-2020,16.269
MH11,13-08-2020,20.901
MH11,14-08-2020,20.138
MH11,15-08-2020,19.775
MH11,16-08-2020,22.944
MH11,17-08-2020,21.021
MH11,18-08-2020,14.771
MH11,19-08-2020,15.856
MH11,20-08-2020,22.575
MH11,21-08-2020,16.799
MH11,22-08-2020,19.407
MH11,24-08-2020,18.769
MH11,25-08-2020,18.723
MH11,26-08-2020,19.627
MH11,27-08-2020,20.374
MH11,28-08-2020,19.558
MH11,29-08-2020,21.405
MH11,30-08-2020,22.201
MH11,31-08-2020,20.403
MH11,01-09-2020,19.891
MH11,02-09-2020,20.247
MH11,03-09-2020,17.91
MH11,04-09-2020,18.719
MH11,05-09-2020,19.813
MH11,06-09-2020,20.562
MH11,07-09-2020,19.683
MH11,08-09-2020,20.216
MH11,09-09-2020,21.059
MH11,10-09-2020,21.818
MH11,11-09-2020,21.08
MH11,12-09-2020,20.056
MH11,13-09-2020,20.33
MH11,17-09-2020,20.769
MH11,18-09-2020,19.944
MH11,20-09-2020,20.662
MH11,21-09-2020,19.479
MH11,22-09-2020,19.782
MH11,23-09-2020,19.755
MH11,24-09-2020,18.406
MH11,25-09-2020,17.524
MH11,26-09-2020,15.956
MH11,27-09-2020,15.657
MH11,28-09-2020,15.991
MH11,29-09-2020,17.876
MH11,30-09-2020,19.658
MH11,01-10-2020,17.566
MH11,02-10-2020,15.039
MH11,03-10-2020,13.911
MH11,04-10-2020,11.912
MH11,05-10-2020,13.71
MH11,06-10-2020,15.65
MH11,07-10-2020,15.545
MH11,08-10-2020,13.249
MH11,09-10-2020,14.185
MH11,10-10-2020,15.43
MH11,11-10-2020,16.918
MH11,12-10-2020,14.233
MH11,13-10-2020,13.76
MH11,14-10-2020,13.567
MH11,15-10-2020,14.562
MH11,16-10-2020,13.232
MH11,17-10-2020,12.806
MH11,18-10-2020,13.575
MH11,19-10-2020,11.529
MH11,20-10-2020,10.498
MH11,21-10-2020,10.969
MH11,22-10-2020,11.923
MH11,23-10-2020,12.858
MH11,24-10-2020,12.363
MH11,25-10-2020,12.036
MH11,26-10-2020,12.674
MH11,27-10-2020,13.804
MH11,28-10-2020,11.514
MH11,29-10-2020,9.808
MH11,30-10-2020,8.177
MH11,31-10-2020,7.894
MH11,01-11-2020,7.9
MH11,02-11-2020,6.704
MH11,03-11-2020,7.185
MH11,04-11-2020,7.164
MH11,05-11-2020,6.285
MH11,06-11-2020,6.797
MH11,07-11-2020,6.209
MH11,08-11-2020,6.183
MH11,09-11-2020,4.955
MH11,10-11-2020,7.141
MH11,11-11-2020,5.351
MH11,12-11-2020,4.56
MH11,13-11-2020,6.361
MH11,14-11-2020,5.757
MH11,15-11-2020,5.466
MH11,16-11-2020,6.439
MH11,17-11-2020,6.388
MH11,18-11-2020,4.538
MH11,19-11-2020,4.988
MH11,20-11-2020,5.401
MH11,21-11-2020,3.945
MH11,22-11-2020,4.4
MH11,23-11-2020,4.5
MH11,24-11-2020,4.351
MH11,25-11-2020,4.305
MH11,26-11-2020,3.236
MH11,27-11-2020,3.805
MH11,28-11-2020,4.267
MH11,29-11-2020,3.973
MH11,30-11-2020,3.773
MH11,01-12-2020,4.041
MH11,02-12-2020,3.573
MH11,03-12-2020,3.957
MH11,04-12-2020,4.097
MH11,05-12-2020,4.491
MH11,06-12-2020,4.13
MH11,07-12-2020,4.271
MH11,08-12-2020,4.059
MH11,09-12-2020,4.121
MH11,10-12-2020,4.637
MH11,11-12-2020,3.812
MH11,12-12-2020,4.314
MH11,13-12-2020,3.678
MH11,14-12-2020,3.539
MH11,15-12-2020,3.951
MH11,16-12-2020,4.507
MH11,17-12-2020,3.137
MH11,18-12-2020,4.021
MH11,19-12-2020,3.593
MH11,20-12-2020,3.846
MH11,21-12-2020,3.539
MH11,22-12-2020,3.071
MH11,23-12-2020,3.612
MH11,24-12-2020,3.281
MH11,25-12-2020,3.736
MH11,26-12-2020,4.185
MH11,27-12-2020,3.522
MH11,28-12-2020,4.608
MH11,29-12-2020,3.338
MH11,30-12-2020,3.321
MH11,31-12-2020,3.427
MH11,01-01-2021,4.033
MH11,02-01-2021,3.682
MH11,03-01-2021,5.365
MH11,05-01-2021,6.342
MH11,06-01-2021,4.243
MH11,07-01-2021,5.12
MH11,08-01-2021,4.142
MH11,09-01-2021,3.415
MH11,10-01-2021,4.25
MH11,11-01-2021,4.555
MH11,12-01-2021,3.912
MH11,13-01-2021,3.837
MH11,14-01-2021,4.095
MH11,15-01-2021,3.522
MH11,16-01-2021,2.803
MH11,17-01-2021,2.851
MH11,18-01-2021,4.372
MH11,19-01-2021,4.889
MH11,20-01-2021,3.463
MH11,21-01-2021,4.537
MH11,22-01-2021,4.082
MH11,23-01-2021,3.698
MH11,24-01-2021,4.793
MH11,25-01-2021,3.538
MH11,26-01-2021,3.617
MH11,27-01-2021,3.295
MH11,28-01-2021,4.032
MH11,29-01-2021,2.983
MH11,30-01-2021,3.322
MH11,31-01-2021,3.393
MH11,01-02-2021,4.239
MH11,02-02-2021,4.352
MH11,03-02-2021,3.834
MH11,04-02-2021,4.263
MH11,05-02-2021,4.197
MH11,06-02-2021,4.419
MH11,07-02-2021,4.672
MH11,08-02-2021,5.072
MH11,09-02-2021,5.512
MH11,10-02-2021,4.779
MH11,11-02-2021,4.902
MH11,12-02-2021,5.977
MH11,13-02-2021,6.075
MH11,14-02-2021,4.839
MH11,15-02-2021,4.995
MH11,16-02-2021,6.889
MH11,17-02-2021,5.396
MH11,18-02-2021,5.854
MH12,01-05-2019,6.22
MH12,02-05-2019,7.426
MH12,03-05-2019,6.64
MH12,04-05-2019,7.032
MH12,05-05-2019,5.004
MH12,06-05-2019,6.264
MH12,07-05-2019,5.246
MH12,08-05-2019,7.41
MH12,09-05-2019,6.69
MH12,10-05-2019,6.504
MH12,11-05-2019,6.037
MH12,12-05-2019,6.461
MH12,13-05-2019,5.504
MH12,14-05-2019,4.574
MH12,15-05-2019,4.492
MH12,16-05-2019,3.458
MH12,17-05-2019,3.661
MH12,18-05-2019,2.84
MH12,19-05-2019,4.53
MH12,20-05-2019,5.332
MH12,21-05-2019,5.217
MH12,22-05-2019,5.652
MH12,23-05-2019,5.191
MH12,24-05-2019,4.837
MH12,25-05-2019,6.966
MH12,26-05-2019,6.82
MH12,27-05-2019,7.964
MH12,28-05-2019,9.441
MH12,29-05-2019,7.717
MH12,30-05-2019,7.267
MH12,31-05-2019,8.465
MH12,01-06-2019,7.879
MH12,02-06-2019,9.384
MH12,03-06-2019,8.465
MH12,04-06-2019,8.052
MH12,05-06-2019,11.031
MH12,06-06-2019,9.003
MH12,07-06-2019,7.91
MH12,08-06-2019,8.094
MH12,09-06-2019,8.159
MH12,10-06-2019,7.551
MH12,11-06-2019,8.492
MH12,12-06-2019,8.029
MH12,13-06-2019,5.898
MH12,14-06-2019,6.087
MH12,15-06-2019,7.79
MH12,16-06-2019,3.974
MH12,17-06-2019,2.909
MH12,18-06-2019,2.299
MH12,19-06-2019,2.901
MH12,20-06-2019,3.943
MH12,21-06-2019,6.198
MH12,22-06-2019,6.666
MH12,23-06-2019,6.888
MH12,24-06-2019,5.917
MH12,25-06-2019,6.285
MH12,26-06-2019,5.981
MH12,27-06-2019,9.344
MH12,28-06-2019,9.789
MH12,29-06-2019,7.04
MH12,30-06-2019,9.214
MH12,01-07-2019,8.885
MH12,02-07-2019,9.79
MH12,03-07-2019,9.418
MH12,04-07-2019,7.592
MH12,05-07-2019,5.499
MH12,06-07-2019,6.752
MH12,07-07-2019,7.483
MH12,08-07-2019,5.014
MH12,09-07-2019,6.673
MH12,10-07-2019,6.239
MH12,11-07-2019,6.557
MH12,12-07-2019,6.905
MH12,13-07-2019,6.457
MH12,14-07-2019,8.145
MH12,15-07-2019,6.746
MH12,16-07-2019,6.426
MH12,17-07-2019,5.998
MH12,30-07-2019,6.669
MH12,31-07-2019,6.007
MH12,01-08-2019,6.934
MH12,02-08-2019,6.408
MH12,03-08-2019,8.086
MH12,04-08-2019,7.895
MH12,05-08-2019,8.236
MH12,06-08-2019,7.508
MH12,07-08-2019,7.48
MH12,08-08-2019,8.943
MH12,14-08-2019,7.996
MH12,15-08-2019,6.947
MH12,16-08-2019,3.207
MH12,17-08-2019,4.647
MH12,18-08-2019,5.201
MH12,20-08-2019,5.361
MH12,21-08-2019,6.221
MH12,22-08-2019,5.834
MH12,23-08-2019,5.818
MH12,24-08-2019,6.591
MH12,25-08-2019,6.93
MH12,26-08-2019,5.369
MH12,27-08-2019,6.569
MH12,28-08-2019,6.375
MH12,29-08-2019,6.425
MH12,30-08-2019,5.19
MH12,31-08-2019,3.242
MH12,01-09-2019,3.305
MH12,02-09-2019,4.145
MH12,03-09-2019,4.488
MH12,04-09-2019,4.488
MH12,05-09-2019,4.339
MH12,06-09-2019,4.265
MH12,07-09-2019,4.942
MH12,08-09-2019,4.438
MH12,09-09-2019,4.652
MH12,10-09-2019,4.746
MH12,11-09-2019,3.596
MH12,12-09-2019,3.607
MH12,13-09-2019,3.451
MH12,14-09-2019,4.223
MH12,15-09-2019,5.379
MH12,16-09-2019,3.614
MH12,17-09-2019,3.138
MH12,18-09-2019,3.692
MH12,19-09-2019,3.438
MH12,20-09-2019,3.516
MH12,21-09-2019,3.67
MH12,22-09-2019,2.566
MH12,23-09-2019,3.157
MH12,24-09-2019,3.246
MH12,25-09-2019,3.046
MH12,26-09-2019,2.019
MH12,27-09-2019,1.676
MH12,28-09-2019,1.163
MH12,29-09-2019,1.103
MH12,30-09-2019,1.553
MH12,01-10-2019,1.133
MH12,02-10-2019,1.946
MH12,05-10-2019,2.092
MH12,06-10-2019,2.48
MH12,07-10-2019,2.115
MH12,08-10-2019,2.126
MH12,10-10-2019,2.616
MH12,11-10-2019,2.229
MH12,12-10-2019,2.741
MH12,13-10-2019,2.383
MH12,14-10-2019,2.432
MH12,29-10-2019,1.998
MH12,31-10-2019,1.294
MH12,03-11-2019,1.526
MH12,06-11-2019,0.969
MH12,07-11-2019,0.986
MH12,08-11-2019,1.017
MH12,11-11-2019,0.561
MH12,12-11-2019,0.51
MH12,13-11-2019,0.475
MH12,16-11-2019,0.524
MH12,21-11-2019,0.447
MH12,22-11-2019,0.239
MH12,23-11-2019,0.609
MH12,27-11-2019,0.382
MH12,28-11-2019,0.461
MH12,30-11-2019,0.282
MH12,02-12-2019,0.451
MH12,03-12-2019,0.441
MH12,05-12-2019,0.312
MH12,07-12-2019,0.095
MH12,09-12-2019,0.413
MH12,11-12-2019,0.433
MH12,13-12-2019,0.732
MH12,15-12-2019,0.542
MH12,16-12-2019,0.374
MH12,17-12-2019,0.418
MH12,18-12-2019,0.409
MH12,23-12-2019,0.358
MH12,25-12-2019,0.405
MH12,26-12-2019,0.424
MH12,02-01-2020,0.38
MH12,04-01-2020,0.47
MH12,06-01-2020,0.431
MH12,07-01-2020,0.514
MH12,10-01-2020,0.42
MH12,12-01-2020,0.537
MH12,15-01-2020,0.371
MH12,16-01-2020,0.29
MH12,18-01-2020,0.313
MH12,20-01-2020,0.08
MH12,22-01-2020,0.389
MH12,23-01-2020,0.643
MH12,24-01-2020,0.499
MH12,25-01-2020,0.408
MH12,26-01-2020,0.425
MH12,02-02-2020,0.417
MH12,03-02-2020,0.378
MH12,06-02-2020,0.231
MH12,07-02-2020,0.495
MH12,13-02-2020,0.501
MH12,14-02-2020,0.519
MH12,16-02-2020,0.605
MH12,20-02-2020,0.459
MH12,24-02-2020,0.318
MH12,25-02-2020,0.203
MH12,27-02-2020,0.132
MH12,01-03-2020,0.48
MH12,04-03-2020,0.468
MH12,07-03-2020,0.311
MH12,08-03-2020,0.794
MH12,09-03-2020,0.664
MH12,10-03-2020,0.597
MH12,17-03-2020,0.498
MH12,18-03-2020,0.532
MH12,19-03-2020,0.653
MH12,23-03-2020,0.789
MH12,24-03-2020,1.233
MH12,25-03-2020,1.131
MH12,27-03-2020,0.634
MH12,30-03-2020,1.154
MH12,01-04-2020,1.078
MH12,04-04-2020,1.502
MH12,05-04-2020,1.731
MH12,06-04-2020,2.603
MH12,07-04-2020,2.229
MH12,08-04-2020,2.577
MH12,09-04-2020,2.577
MH12,10-04-2020,2.742
MH12,11-04-2020,2.955
MH12,12-04-2020,2.797
MH12,13-04-2020,3.576
MH12,14-04-2020,3.683
MH12,15-04-2020,2.283
MH12,16-04-2020,3.596
MH12,17-04-2020,3.33
MH12,18-04-2020,3.301
MH12,19-04-2020,3.595
MH12,20-04-2020,3.16
MH12,21-04-2020,2.254
MH12,22-04-2020,3.023
MH12,23-04-2020,3.464
MH12,24-04-2020,3.646
MH12,25-04-2020,3.935
MH12,27-04-2020,2.599
MH12,28-04-2020,3.404
MH12,29-04-2020,3.836
MH12,30-04-2020,3.89
MH12,01-05-2020,4.023
MH12,02-05-2020,3.623
MH12,03-05-2020,4.065
MH12,04-05-2020,2.942
MH12,05-05-2020,3.781
MH12,06-05-2020,3.756
MH12,07-05-2020,3.397
MH12,08-05-2020,2.942
MH12,09-05-2020,3.662
MH12,10-05-2020,3.037
MH12,11-05-2020,2.855
MH12,12-05-2020,3.264
MH12,13-05-2020,4.194
MH12,17-05-2020,2.646
MH12,18-05-2020,2.666
MH12,19-05-2020,1.052
MH12,20-05-2020,0
MH12,21-05-2020,0
MH12,22-05-2020,0
MH12,23-05-2020,0
MH12,24-05-2020,0.066
MH12,25-05-2020,0.161
MH12,01-06-2020,0.172
MH12,02-06-2020,0.775
MH12,03-06-2020,3.151
MH12,04-06-2020,3.262
MH12,05-06-2020,3.598
MH12,06-06-2020,3.664
MH12,07-06-2020,3.641
MH12,08-06-2020,4.92
MH12,09-06-2020,5.522
MH12,10-06-2020,6.804
MH12,11-06-2020,7.831
MH12,12-06-2020,7.103
MH12,13-06-2020,5.593
MH12,14-06-2020,5.531
MH12,15-06-2020,4.997
